welcome.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,demo.block_1/gender,demo.block_1/age,demo.block_1/education,demo.block_1/handedness,demo.block_1/experience,demo.block_1/pe3,demo.block_1/fatigue,demo.block_1/attention,miq.block_1/miq1.miq1,miq.block_1/miq2.miq2,miq.block_1/miq3.miq3,miq.block_1/miq4.miq4,miq.block_1/miq5.miq5,miq.block_1/miq6.miq6,miq.block_1/miq_attention_check.attention_check,miq.block_1/miq7.miq7,miq.block_1/miq8.miq8,miq.block_1/miq9.miq9,miq.block_1/miq10.miq10,miq.block_1/miq11.miq11,miq.block_1/miq12.miq12,bye.started,bye.stopped
0.0005,1.1007,space,1.0838,,022,001,2025-04-17_11h40.25.107,PsychoPy_ExpMarche,2024.2.0,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,,
,,,,,022,001,2025-04-17_11h40.25.107,PsychoPy_ExpMarche,2024.2.0,Win32,60.60606061,Femme,24,graduate,right,FALSE,FALSE,6,8,,,,,,,,,,,,,,,
,,,,,022,001,2025-04-17_11h40.25.107,PsychoPy_ExpMarche,2024.2.0,Win32,60.60606061,,,,,,,,,4,1,6,3,1,7,3,4,1,7,4,2,7,,
,,,,,022,001,2025-04-17_11h40.25.107,PsychoPy_ExpMarche,2024.2.0,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,537.1135,540.1034
